41, 3772, 0, 3813
31, 1804, 0, 1836
12, 1804, 0, 1817
14, 1736, 0, 1750
32, 1791, 0, 1839
15, 1797, 0, 1813
31, 1836, 0, 1868
12, 1763, 0, 1776
14, 1754, 0, 1769
14, 1832, 0, 1847
12, 1801, 0, 1814
14, 1914, 0, 1928
15, 1714, 0, 1729
14, 1613, 0, 1628
15, 1736, 0, 1752
15, 1805, 0, 1821
14, 1693, 0, 1708
15, 1749, 0, 1765
13, 1722, 0, 1736
16, 1795, 0, 1812
14, 1711, 0, 1726
16, 1731, 0, 1748
15, 1780, 0, 1796
14, 2089, 0, 2103
15, 1669, 0, 1684
16, 1917, 0, 1934
34, 1771, 0, 1806
15, 1701, 0, 1717
15, 1758, 0, 1773
14, 1797, 0, 1812
15, 1781, 0, 1797
14, 1846, 0, 1861
14, 1715, 0, 1729
30, 1682, 0, 1713
25, 1784, 0, 1810
49, 1822, 0, 1873
15, 1818, 0, 1834
24, 1935, 0, 1960
24, 1872, 0, 1897
24, 1814, 0, 1838
24, 1735, 0, 1760
32, 1785, 0, 1817
32, 1784, 0, 1817
24, 1810, 0, 1836
20, 1775, 0, 1796
24, 1859, 0, 1884
25, 1864, 0, 1891
23, 1799, 0, 1823
31, 1778, 0, 1810
19, 1767, 0, 1788
26, 1801, 0, 1829
24, 1827, 0, 1853
20, 1849, 0, 1870
22, 1849, 0, 1872
20, 1769, 0, 1790
28, 1794, 0, 1823
37, 1637, 0, 1675
22, 1673, 0, 1697
23, 1653, 0, 1677
23, 1708, 0, 1733
22, 1677, 0, 1701
23, 1708, 0, 1731
43, 1679, 0, 1723
35, 1647, 0, 1684
22, 1667, 0, 1690
22, 1677, 0, 1700
22, 1673, 0, 1696
22, 1666, 0, 1689
24, 1672, 0, 1696
31, 1658, 0, 1690
22, 1737, 0, 1760
18, 1758, 0, 1777
24, 1708, 0, 1733
18, 1693, 0, 1712
19, 1720, 0, 1741
24, 1754, 0, 1779
20, 1661, 0, 1682
22, 1693, 0, 1716
24, 1696, 0, 1721
23, 1711, 0, 1735
22, 1603, 0, 1626
24, 1703, 0, 1727
22, 1686, 0, 1709
22, 1681, 0, 1705
20, 1665, 0, 1687
23, 1699, 0, 1723
43, 1671, 0, 1716
35, 1694, 0, 1729
38, 1614, 0, 1653
25, 1620, 0, 1646
23, 1716, 0, 1740
22, 1692, 0, 1716
22, 1677, 0, 1700
23, 1729, 0, 1753
22, 1693, 0, 1716
32, 1684, 0, 1717
22, 1720, 0, 1744
19, 1680, 0, 1700
23, 1683, 0, 1707
22, 1706, 0, 1729
23, 1613, 0, 1637
23, 1692, 0, 1717
23, 1671, 0, 1695
22, 1692, 0, 1715
23, 1675, 0, 1700
23, 1634, 0, 1658
43, 1650, 0, 1694
22, 1676, 0, 1699
38, 1647, 0, 1687
23, 1688, 0, 1712
23, 1662, 0, 1686
23, 1649, 0, 1674
23, 1736, 0, 1761
22, 1659, 0, 1682
24, 1733, 0, 1758
23, 1717, 0, 1741
22, 1704, 0, 1727
21, 1675, 0, 1697
23, 1667, 0, 1691
36, 1688, 0, 1726
35, 1750, 0, 1786
18, 1718, 0, 1737
20, 1706, 0, 1728
23, 1697, 0, 1721
31, 1669, 0, 1701
29, 1665, 0, 1695
21, 1686, 0, 1708
22, 1707, 0, 1730
23, 1679, 0, 1702
24, 1718, 0, 1743
24, 1607, 0, 1631
23, 1647, 0, 1671
23, 1693, 0, 1717
27, 1674, 0, 1701
33, 1684, 0, 1719
22, 1706, 0, 1729
22, 2356, 0, 2379
29, 1711, 0, 1741
18, 1612, 0, 1631
22, 1658, 0, 1682
28, 1817, 0, 1846
23, 1806, 0, 1830
24, 1787, 0, 1812
21, 1792, 0, 1814
22, 1801, 0, 1823
22, 1731, 0, 1755
28, 1781, 0, 1810
22, 1739, 0, 1761
20, 1755, 0, 1776
22, 1729, 0, 1752
24, 1730, 0, 1755
21, 1709, 0, 1731
21, 1740, 0, 1763
24, 1566, 0, 1592
20, 1692, 0, 1712
17, 1689, 0, 1707
32, 1656, 0, 1689
16, 3046, 0, 3063
23, 1716, 0, 1748
16, 1758, 0, 1775
15, 1666, 0, 1681
20, 1865, 0, 1886
16, 1633, 0, 1650
13, 1610, 0, 1624
15, 1701, 0, 1717
16, 1537, 0, 1554
13, 1768, 0, 1782
14, 1620, 0, 1635
16, 1679, 0, 1697
15, 1671, 0, 1686
15, 1749, 0, 1765
15, 1669, 0, 1685
15, 1733, 0, 1749
16, 1728, 0, 1745
38, 1703, 0, 1742
15, 1743, 0, 1759
39, 1701, 0, 1740
14, 1763, 0, 1778
16, 1695, 0, 1712
17, 1739, 0, 1757
15, 1662, 0, 1677
15, 1894, 0, 1909
14, 1652, 0, 1666
33, 1571, 0, 1606
43, 1643, 0, 1687
14, 1617, 0, 1632
15, 1751, 0, 1767
29, 1733, 0, 1763
15, 1557, 0, 1573
15, 1895, 0, 1910
15, 1825, 0, 1840
15, 1701, 0, 1717
14, 1737, 0, 1752
14, 1692, 0, 1707
16, 1767, 0, 1784
32, 1681, 0, 1714
16, 1656, 0, 1672
40, 1806, 0, 1846
16, 1739, 0, 1756
15, 1579, 0, 1595
41, 1675, 0, 1717
12, 1676, 0, 1689
14, 1619, 0, 1634
11, 1590, 0, 1602
15, 1575, 0, 1591
15, 1658, 0, 1674
14, 1710, 0, 1725
15, 1645, 0, 1661
18, 1566, 0, 1584
20, 1603, 0, 1624
16, 1637, 0, 1654
15, 1712, 0, 1727
16, 1609, 0, 1625
15, 1727, 0, 1743
15, 1578, 0, 1594
16, 1654, 0, 1670
14, 1612, 0, 1627
15, 1562, 0, 1578
15, 1632, 0, 1647
15, 1720, 0, 1737
14, 1707, 0, 1721
15, 1693, 0, 1708
15, 1584, 0, 1599
15, 1676, 0, 1692
15, 1554, 0, 1570
15, 1655, 0, 1671
35, 1568, 0, 1603
15, 1671, 0, 1687
14, 1641, 0, 1656
15, 1637, 0, 1653
15, 1634, 0, 1650
36, 1696, 0, 1732
15, 1603, 0, 1619
15, 1699, 0, 1715
14, 1673, 0, 1688
15, 1678, 0, 1694
41, 1581, 0, 1624
15, 1607, 0, 1623
16, 1716, 0, 1733
14, 1648, 0, 1663
27, 1687, 0, 1714
15, 1677, 0, 1693
24, 1735, 0, 1760
24, 1766, 0, 1790
35, 1652, 0, 1688
13, 1808, 0, 1822
15, 1731, 0, 1746
15, 1671, 0, 1687
15, 1712, 0, 1728
15, 1737, 0, 1752
16, 1621, 0, 1637
15, 1805, 0, 1821
14, 1751, 0, 1765
15, 1661, 0, 1677
16, 1626, 0, 1643
15, 1754, 0, 1770
15, 1652, 0, 1669
15, 1681, 0, 1697
18, 1684, 0, 1703
15, 1635, 0, 1650
15, 1707, 0, 1723
15, 1715, 0, 1731
32, 1654, 0, 1687
14, 1645, 0, 1660
15, 1631, 0, 1647
16, 1712, 0, 1729
16, 1604, 0, 1620
16, 1748, 0, 1765
13, 1709, 0, 1723
15, 1657, 0, 1673
15, 1601, 0, 1618
15, 1666, 0, 1682
15, 1649, 0, 1664
15, 1727, 0, 1743
15, 1669, 1, 1687
27, 1684, 0, 1712
11, 1618, 0, 1630
15, 1701, 0, 1717
16, 1580, 0, 1596
15, 1671, 0, 1686
15, 1699, 0, 1714
16, 1677, 0, 1694
15, 1673, 0, 1690
15, 1644, 0, 1660
23, 1744, 0, 1767
16, 1624, 0, 1642
15, 1614, 0, 1630
20, 1685, 0, 1706
15, 1649, 0, 1664
15, 1666, 0, 1682
28, 1656, 0, 1685
15, 1689, 0, 1705
40, 1592, 0, 1633
15, 1558, 0, 1573
15, 1694, 0, 1710
16, 1661, 0, 1677
28, 1668, 0, 1697
15, 1679, 0, 1695
34, 1646, 0, 1681
15, 1658, 0, 1674
34, 1630, 0, 1665
15, 1688, 0, 1704
28, 1666, 0, 1695
15, 1698, 0, 1714
21, 1705, 0, 1727
14, 1764, 0, 1779
15, 1654, 0, 1670
16, 1741, 0, 1758
15, 1686, 0, 1702
15, 1728, 0, 1744
15, 1712, 0, 1729
35, 1655, 0, 1691
15, 1586, 0, 1601
18, 1582, 0, 1601
15, 1560, 0, 1576
15, 1489, 0, 1505
16, 1591, 0, 1607
15, 1576, 0, 1592
15, 1689, 0, 1705
25, 1641, 0, 1667
15, 1687, 0, 1703
15, 1639, 0, 1655
16, 1731, 0, 1747
15, 1654, 0, 1669
16, 3337, 0, 3354
15, 1579, 0, 1595
14, 1636, 0, 1652
16, 1621, 0, 1638
15, 1710, 0, 1726
11, 1733, 0, 1745
15, 1636, 0, 1652
15, 1575, 0, 1592
14, 1733, 0, 1748
50, 1702, 0, 1753
18, 1694, 0, 1714
16, 1943, 0, 1960
14, 1682, 0, 1697
12, 1789, 0, 1801
16, 1843, 0, 1860
16, 1780, 0, 1797
14, 1878, 0, 1893
24, 2130, 0, 2156
17, 1631, 0, 1649
16, 1603, 0, 1619
14, 1612, 0, 1626
15, 1586, 0, 1601
